tower_id,lat,lon,mcc,mnc,operator,radio,cell_id,created_at,attribution,district,region_tag,elevation,slope,dist_to_river_km,water_occurrence_pct,ndvi,rainfall_3d_mm,rainfall_7d_mm,flood_label,label_source,flood_probability,risk_pct,confidence_score,risk_tier
MY-CELL-502-01-39703,3.04951,101.53627,502,1,U Mobile,GSM,39703,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,8.0,2.3,1.24,65.5,0.2,173.5,270.8,1,DID_Dec2021_Records,0.9259,92.6,85.2,HIGH
MY-CELL-502-16-71529,3.06495,101.54611,502,16,Digi,UMTS,71529,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Subang Jaya,Urban_Core,26.5,2.5,0.87,44.3,0.28,100.4,175.2,1,DID_Dec2021_Records,0.0252,2.5,95.0,LOW
MY-CELL-502-01-41921,3.04504,101.52042,502,1,U Mobile,LTE,41921,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,11.4,1.7,2.74,2.0,0.43,160.5,263.8,1,DID_Dec2021_Records,0.7932,79.3,58.6,HIGH
MY-CELL-502-01-14835,3.10265,101.53364,502,1,U Mobile,UMTS,14835,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,10.9,1.6,2.55,1.2,0.49,218.9,335.1,0,None,0.0537,5.4,89.3,LOW
MY-CELL-502-01-57605,3.0414,101.51379,502,1,U Mobile,LTE,57605,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,15.7,0.8,3.57,0.5,0.36,222.4,342.2,1,DID_Dec2021_Records,0.8322,83.2,66.4,HIGH
MY-CELL-502-19-48088,3.0612,101.52648,502,19,Celcom,LTE,48088,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,7.7,1.3,1.51,48.2,0.38,188.2,299.8,0,None,0.1765,17.6,64.7,LOW
MY-CELL-502-12-67043,3.07261,101.5174,502,12,Maxis,GSM,67043,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,9.1,1.4,1.62,56.3,0.19,196.8,335.0,0,None,0.2635,26.4,47.3,LOW
MY-CELL-502-12-92844,3.09883,101.52194,502,12,Maxis,UMTS,92844,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,11.7,2.0,2.27,34.2,0.26,181.9,292.7,0,None,0.1436,14.4,71.3,LOW
MY-CELL-502-12-55445,3.04128,101.5319,502,12,Maxis,LTE,55445,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,11.3,0.5,2.26,50.7,0.24,174.3,269.1,1,DID_Dec2021_Records,0.9591,95.9,91.8,HIGH
MY-CELL-502-16-59407,3.09326,101.50364,502,16,Digi,LTE,59407,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,9.7,1.6,3.28,3.1,0.37,152.6,257.6,0,None,0.1327,13.3,73.5,LOW
MY-CELL-502-12-75545,3.0702,101.56185,502,12,Maxis,LTE,75545,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,39.7,3.2,2.68,0.2,0.44,104.5,147.5,0,None,0.0148,1.5,97.0,LOW
MY-CELL-502-01-66570,3.05037,101.49988,502,1,U Mobile,LTE,66570,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,15.4,1.1,4.58,4.4,0.52,213.2,319.2,0,None,0.0143,1.4,97.1,LOW
MY-CELL-502-12-11015,3.07924,101.49572,502,12,Maxis,GSM,11015,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,11.9,2.5,3.81,3.1,0.44,184.4,297.4,0,None,0.0693,6.9,86.1,LOW
MY-CELL-502-12-18415,3.07398,101.54316,502,12,Maxis,LTE,18415,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Subang Jaya,Urban_Core,25.2,2.8,1.59,0.7,0.45,99.1,162.0,1,DID_Dec2021_Records,0.0618,6.2,87.6,LOW
MY-CELL-502-19-72292,3.058,101.53583,502,19,Celcom,LTE,72292,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,5.4,1.1,0.51,94.3,0.05,212.3,341.0,1,DID_Dec2021_Records,0.9532,95.3,90.6,HIGH
MY-CELL-502-19-60448,3.08768,101.59704,502,19,Celcom,LTE,60448,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,15.5,3.1,1.58,0.8,0.38,94.4,153.3,0,None,0.0754,7.5,84.9,LOW
MY-CELL-502-19-57915,3.12872,101.60795,502,19,Celcom,LTE,57915,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,45.6,4.6,3.76,1.6,0.48,87.4,152.2,0,None,0.0077,0.8,98.5,LOW
MY-CELL-502-12-13596,3.10517,101.58361,502,12,Maxis,LTE,13596,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,25.0,2.0,0.91,43.6,0.31,105.2,171.5,0,None,0.0278,2.8,94.4,LOW
MY-CELL-502-01-17561,3.12465,101.63829,502,1,U Mobile,LTE,17561,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,28.6,4.0,1.4,0.8,0.5,88.4,164.6,0,None,0.0085,0.8,98.3,LOW
MY-CELL-502-19-36734,3.10437,101.5765,502,19,Celcom,LTE,36734,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,28.9,3.1,1.58,1.2,0.38,128.5,196.7,0,None,0.03,3.0,94.0,LOW
MY-CELL-502-01-22910,3.09031,101.66064,502,1,U Mobile,LTE,22910,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,32.9,4.8,3.5,0.6,0.38,78.9,155.0,0,None,0.0073,0.7,98.5,LOW
MY-CELL-502-01-33275,3.13278,101.58472,502,1,U Mobile,LTE,33275,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,30.0,5.6,3.69,0.0,0.53,114.2,183.2,0,None,0.0064,0.6,98.7,LOW
MY-CELL-502-19-70004,3.1045,101.65,502,19,Celcom,LTE,70004,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,23.9,4.0,1.72,1.0,0.5,112.3,183.8,0,None,0.0195,1.9,96.1,LOW
MY-CELL-502-16-64553,3.10333,101.60184,502,16,Digi,UMTS,64553,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,23.0,3.4,1.37,1.2,0.36,83.0,160.4,0,None,0.0152,1.5,97.0,LOW
MY-CELL-502-01-85703,3.11615,101.63122,502,1,U Mobile,LTE,85703,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,29.5,3.3,2.13,1.0,0.46,99.2,161.4,0,None,0.0077,0.8,98.5,LOW
MY-CELL-502-19-13812,3.11848,101.60495,502,19,Celcom,GSM,13812,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,32.2,2.3,2.64,1.2,0.36,130.6,205.3,0,None,0.0105,1.0,97.9,LOW
MY-CELL-502-12-37285,3.11626,101.65347,502,12,Maxis,LTE,37285,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,22.1,4.7,0.57,49.7,0.33,130.3,181.9,0,None,0.0459,4.6,90.8,LOW
MY-CELL-502-12-87149,3.07299,101.62087,502,12,Maxis,UMTS,87149,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,34.4,2.8,4.55,1.0,0.47,95.5,167.4,0,None,0.0026,0.3,99.5,LOW
MY-CELL-502-19-23046,3.08726,101.64147,502,19,Celcom,LTE,23046,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,33.0,2.8,3.76,0.3,0.4,83.0,143.2,0,None,0.0086,0.9,98.3,LOW
MY-CELL-502-19-14324,3.08687,101.62152,502,19,Celcom,LTE,14324,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,42.2,2.4,3.79,2.3,0.47,113.7,175.1,0,None,0.0017,0.2,99.7,LOW
MY-CELL-502-01-51427,3.08442,101.62706,502,1,U Mobile,LTE,51427,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,43.8,2.8,4.46,1.1,0.57,108.1,189.6,0,None,0.0017,0.2,99.7,LOW
MY-CELL-502-01-97886,3.08256,101.63232,502,1,U Mobile,LTE,97886,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,37.5,3.5,4.6,1.9,0.41,146.2,223.3,0,None,0.0034,0.3,99.3,LOW
MY-CELL-502-16-94471,3.08658,101.60943,502,16,Digi,LTE,94471,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,28.3,4.3,2.62,1.5,0.48,78.6,141.3,0,None,0.0233,2.3,95.3,LOW
MY-CELL-502-16-63441,3.10672,101.59439,502,16,Digi,LTE,63441,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,21.2,3.4,0.89,44.0,0.31,113.6,170.2,0,None,0.0148,1.5,97.0,LOW
MY-CELL-502-19-89239,3.10989,101.59397,502,19,Celcom,LTE,89239,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,25.8,4.2,1.18,1.3,0.5,126.7,201.3,0,None,0.0171,1.7,96.6,LOW
MY-CELL-502-16-98236,3.09997,101.62102,502,16,Digi,LTE,98236,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,34.8,1.5,3.44,1.2,0.46,115.4,172.6,0,None,0.0095,0.9,98.1,LOW
MY-CELL-502-01-16469,3.09148,101.61023,502,1,U Mobile,GSM,16469,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,24.8,4.8,2.44,1.0,0.48,110.6,180.9,0,None,0.0188,1.9,96.2,LOW
MY-CELL-502-16-68067,3.12551,101.57708,502,16,Digi,UMTS,68067,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,38.5,2.9,3.17,1.0,0.42,101.3,168.2,0,None,0.0035,0.3,99.3,LOW
MY-CELL-502-12-46976,3.09817,101.63026,502,12,Maxis,UMTS,46976,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,35.5,2.9,3.27,1.6,0.4,106.3,171.9,0,None,0.0021,0.2,99.6,LOW
MY-CELL-502-01-88477,3.11874,101.59563,502,1,U Mobile,LTE,88477,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,36.1,3.7,2.17,1.5,0.37,115.3,194.2,0,None,0.0051,0.5,99.0,LOW
MY-CELL-502-01-11917,3.08861,101.59679,502,1,U Mobile,GSM,11917,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,25.8,4.8,1.47,0.7,0.52,156.0,222.4,0,None,0.0727,7.3,85.5,LOW
MY-CELL-502-19-57362,3.10827,101.61917,502,19,Celcom,UMTS,57362,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,32.6,5.2,3.37,1.8,0.42,101.6,168.8,0,None,0.003,0.3,99.4,LOW
MY-CELL-502-12-69383,3.12684,101.602,502,12,Maxis,LTE,69383,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,27.6,2.4,3.26,0.5,0.41,109.3,181.6,0,None,0.0212,2.1,95.8,LOW
MY-CELL-502-16-97958,3.04782,101.62245,502,16,Digi,GSM,97958,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,59.9,2.3,6.82,1.5,0.43,109.0,185.7,0,None,0.0023,0.2,99.5,LOW
MY-CELL-502-16-49809,3.0869,101.65947,502,16,Digi,UMTS,49809,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,31.5,4.0,3.82,1.1,0.47,115.8,210.4,0,None,0.0017,0.2,99.7,LOW
MY-CELL-502-12-44387,3.11187,101.61242,502,12,Maxis,LTE,44387,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,28.9,2.9,2.82,0.7,0.42,97.3,179.2,0,None,0.0039,0.4,99.2,LOW
MY-CELL-502-12-29216,3.12426,101.59881,502,12,Maxis,GSM,29216,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,39.4,2.8,2.86,0.6,0.47,99.0,175.3,0,None,0.0028,0.3,99.4,LOW
MY-CELL-502-12-89767,3.10406,101.62363,502,12,Maxis,LTE,89767,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,36.1,1.7,3.42,1.8,0.53,97.7,163.8,0,None,0.0045,0.4,99.1,LOW
MY-CELL-502-16-52078,3.10099,101.6045,502,16,Digi,LTE,52078,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,27.5,3.9,1.61,1.3,0.55,106.5,168.5,0,None,0.0052,0.5,99.0,LOW
MY-CELL-502-12-22219,3.13221,101.62048,502,12,Maxis,GSM,22219,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,28.9,2.6,3.55,1.0,0.54,99.6,171.8,0,None,0.0026,0.3,99.5,LOW
MY-CELL-502-01-77444,3.12548,101.62631,502,1,U Mobile,LTE,77444,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,31.4,4.9,2.7,2.3,0.41,100.2,180.6,0,None,0.0034,0.3,99.3,LOW
MY-CELL-502-01-80792,3.08263,101.6193,502,1,U Mobile,LTE,80792,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,40.3,5.7,3.78,1.3,0.43,121.8,202.9,0,None,0.0032,0.3,99.4,LOW
MY-CELL-502-16-83698,3.10233,101.62113,502,16,Digi,UMTS,83698,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,39.5,4.1,3.47,1.5,0.5,137.6,214.1,0,None,0.0021,0.2,99.6,LOW
MY-CELL-502-19-15415,3.1072,101.62384,502,19,Celcom,LTE,15415,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,33.3,3.7,3.23,1.6,0.4,117.4,183.5,0,None,0.0021,0.2,99.6,LOW
MY-CELL-502-01-15951,3.13437,101.65194,502,1,U Mobile,UMTS,15951,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Kuala Lumpur,Urban_Core,26.2,5.0,1.61,1.1,0.45,82.8,160.3,0,None,0.0189,1.9,96.2,LOW
MY-CELL-502-12-51832,3.11732,101.61494,502,12,Maxis,LTE,51832,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,38.1,6.1,3.37,0.8,0.46,115.0,200.8,0,None,0.0039,0.4,99.2,LOW
MY-CELL-502-12-98861,3.09793,101.62255,502,12,Maxis,UMTS,98861,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,35.6,3.8,3.62,1.3,0.45,101.1,173.0,0,None,0.0018,0.2,99.6,LOW
MY-CELL-502-19-25524,3.1044,101.63734,502,19,Celcom,GSM,25524,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,34.5,2.3,2.23,1.1,0.41,133.9,188.7,0,None,0.0084,0.8,98.3,LOW
MY-CELL-502-12-33930,3.06232,101.62942,502,12,Maxis,LTE,33930,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,45.5,4.0,6.05,1.8,0.44,98.9,187.7,0,None,0.0023,0.2,99.5,LOW
MY-CELL-502-16-30611,3.11937,101.61284,502,16,Digi,LTE,30611,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,27.4,1.0,3.32,1.2,0.42,89.6,166.7,0,None,0.0374,3.7,92.5,LOW
MY-CELL-502-12-92985,3.11291,101.63804,502,12,Maxis,GSM,92985,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,26.9,2.8,1.54,0.4,0.49,123.0,192.0,0,None,0.0261,2.6,94.8,LOW
MY-CELL-502-12-53303,3.12424,101.60258,502,12,Maxis,LTE,53303,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,42.4,2.2,3.03,0.2,0.41,109.1,181.5,0,None,0.0061,0.6,98.8,LOW
MY-CELL-502-01-83340,3.09712,101.61547,502,1,U Mobile,LTE,83340,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,31.0,3.9,2.85,0.4,0.52,108.4,189.6,0,None,0.0028,0.3,99.4,LOW
MY-CELL-502-16-97062,3.10256,101.60458,502,16,Digi,LTE,97062,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,27.9,4.0,1.64,1.3,0.47,122.9,206.2,0,None,0.0165,1.6,96.7,LOW
MY-CELL-502-19-29096,3.09037,101.63152,502,19,Celcom,LTE,29096,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,38.4,4.4,3.88,1.0,0.52,96.5,184.5,0,None,0.0027,0.3,99.5,LOW
MY-CELL-502-19-20395,3.03184,101.5849,502,19,Celcom,LTE,20395,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,47.2,1.8,5.88,1.1,0.41,126.8,190.3,0,None,0.0128,1.3,97.4,LOW
MY-CELL-502-16-37696,3.0258,101.5739,502,16,Digi,GSM,37696,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Subang Jaya,Urban_Core,42.5,1.2,5.35,0.8,0.33,78.3,155.9,0,None,0.2498,25.0,50.0,LOW
MY-CELL-502-19-56163,3.03879,101.55822,502,19,Celcom,LTE,56163,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Subang Jaya,Urban_Core,37.4,4.0,3.1,0.5,0.45,109.9,168.3,0,None,0.0032,0.3,99.4,LOW
MY-CELL-502-12-62853,3.05082,101.59221,502,12,Maxis,LTE,62853,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,52.8,4.6,5.46,0.9,0.45,114.2,163.8,0,None,0.0066,0.7,98.7,LOW
MY-CELL-502-16-31566,3.05363,101.55748,502,16,Digi,UMTS,31566,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Subang Jaya,Urban_Core,27.1,2.7,2.07,0.5,0.43,146.0,222.4,0,None,0.1201,12.0,76.0,LOW
MY-CELL-502-12-30806,3.02704,101.57597,502,12,Maxis,LTE,30806,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Subang Jaya,Urban_Core,42.2,4.2,5.42,1.7,0.49,111.2,174.7,0,None,0.0017,0.2,99.7,LOW
MY-CELL-502-12-51949,3.02199,101.5734,502,12,Maxis,GSM,51949,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Subang Jaya,Urban_Core,49.6,4.0,5.62,1.4,0.48,131.0,195.6,0,None,0.0129,1.3,97.4,LOW
MY-CELL-502-19-34442,3.03853,101.58965,502,19,Celcom,LTE,34442,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,54.6,3.7,6.0,2.0,0.41,144.7,216.7,0,None,0.0027,0.3,99.5,LOW
MY-CELL-502-01-12079,3.06374,101.60347,502,1,U Mobile,LTE,12079,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,36.2,2.9,4.29,0.8,0.47,120.5,184.8,0,None,0.0026,0.3,99.5,LOW
MY-CELL-502-16-37952,3.06636,101.59807,502,16,Digi,GSM,37952,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,37.1,6.1,3.84,1.9,0.46,110.8,182.0,0,None,0.0025,0.3,99.5,LOW
MY-CELL-502-12-82847,3.07559,101.59009,502,12,Maxis,GSM,82847,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,34.6,2.3,2.71,0.9,0.36,118.0,194.5,0,None,0.0038,0.4,99.2,LOW
MY-CELL-502-01-28449,3.04952,101.57055,502,1,U Mobile,LTE,28449,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,33.5,5.4,3.59,0.4,0.38,114.5,195.0,0,None,0.0046,0.5,99.1,LOW
MY-CELL-502-12-58302,3.06242,101.57725,502,12,Maxis,LTE,58302,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,47.1,2.9,4.14,1.5,0.44,106.5,185.3,0,None,0.0023,0.2,99.5,LOW
MY-CELL-502-16-16645,3.06515,101.57506,502,16,Digi,LTE,16645,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,40.9,1.6,3.93,1.7,0.51,97.5,171.5,0,None,0.0045,0.4,99.1,LOW
MY-CELL-502-01-36737,3.04255,101.57295,502,1,U Mobile,LTE,36737,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,41.2,3.8,4.14,0.7,0.41,109.5,191.2,0,None,0.0033,0.3,99.3,LOW
MY-CELL-502-16-75155,3.05582,101.57396,502,16,Digi,LTE,75155,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,39.7,3.1,3.8,1.4,0.3,133.0,185.6,0,None,0.0027,0.3,99.5,LOW
MY-CELL-502-12-22342,3.05988,101.57356,502,12,Maxis,GSM,22342,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,34.8,2.2,3.73,0.4,0.51,100.6,174.1,0,None,0.0026,0.3,99.5,LOW
MY-CELL-502-19-88623,3.03636,101.5729,502,19,Celcom,LTE,88623,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,40.3,4.1,4.5,1.0,0.38,129.9,195.0,0,None,0.005,0.5,99.0,LOW
MY-CELL-502-16-85629,3.07463,101.59428,502,16,Digi,LTE,85629,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,24.5,3.0,2.86,1.8,0.49,103.0,169.5,0,None,0.0061,0.6,98.8,LOW
MY-CELL-502-16-91974,3.04942,101.56418,502,16,Digi,UMTS,91974,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,31.0,6.0,2.93,1.2,0.47,130.6,203.0,0,None,0.003,0.3,99.4,LOW
MY-CELL-502-01-95382,3.05131,101.56906,502,1,U Mobile,LTE,95382,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,33.6,3.3,3.37,1.0,0.44,124.6,195.1,0,None,0.0036,0.4,99.3,LOW
MY-CELL-502-12-86534,3.03579,101.55625,502,12,Maxis,LTE,86534,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Subang Jaya,Urban_Core,37.9,3.4,3.24,1.0,0.35,128.3,201.8,0,None,0.0203,2.0,95.9,LOW
MY-CELL-502-19-73230,3.03831,101.60123,502,19,Celcom,LTE,73230,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,57.8,1.0,6.96,2.0,0.44,132.2,191.8,0,None,0.0101,1.0,98.0,LOW
MY-CELL-502-12-95230,3.01705,101.56805,502,12,Maxis,LTE,95230,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Subang Jaya,Urban_Core,49.5,2.2,5.69,0.7,0.54,106.2,178.4,0,None,0.0026,0.3,99.5,LOW
MY-CELL-502-12-49986,3.05083,101.58991,502,12,Maxis,LTE,49986,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,49.7,4.1,5.46,1.1,0.46,158.1,227.5,0,None,0.0023,0.2,99.5,LOW
MY-CELL-502-12-89111,3.08759,101.58713,502,12,Maxis,UMTS,89111,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,26.1,4.8,1.41,1.6,0.5,122.8,181.4,0,None,0.007,0.7,98.6,LOW
MY-CELL-502-16-44911,3.03472,101.59978,502,16,Digi,LTE,44911,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,62.2,2.1,7.2,1.2,0.41,108.7,182.0,0,None,0.0021,0.2,99.6,LOW
MY-CELL-502-01-22175,3.09464,101.57685,502,1,U Mobile,LTE,22175,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,27.5,4.0,1.58,1.8,0.47,105.1,184.7,0,None,0.0047,0.5,99.1,LOW
MY-CELL-502-01-96925,3.07121,101.56579,502,1,U Mobile,UMTS,96925,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,39.5,2.0,3.12,1.3,0.48,104.0,187.8,0,None,0.0017,0.2,99.7,LOW
MY-CELL-502-19-16150,3.0429,101.55666,502,19,Celcom,LTE,16150,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Subang Jaya,Urban_Core,30.5,3.7,2.65,0.9,0.45,88.1,143.7,0,None,0.0114,1.1,97.7,LOW
MY-CELL-502-16-12198,3.05041,101.53823,502,16,Digi,LTE,12198,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,9.1,0.8,1.08,60.1,0.1,169.0,259.2,1,DID_Dec2021_Records,0.9642,96.4,92.8,HIGH
MY-CELL-502-12-30079,3.04797,101.58242,502,12,Maxis,LTE,30079,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,50.7,4.7,4.89,0.7,0.56,129.6,196.4,0,None,0.0109,1.1,97.8,LOW
MY-CELL-502-12-23859,3.07559,101.59163,502,12,Maxis,LTE,23859,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,19.1,6.2,2.72,0.3,0.37,130.5,224.9,0,None,0.0831,8.3,83.4,LOW
MY-CELL-502-12-18705,3.05776,101.58708,502,12,Maxis,UMTS,18705,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,48.4,4.2,4.7,1.3,0.49,125.2,198.0,0,None,0.0017,0.2,99.7,LOW
