tower_id,lat,lon,mcc,mnc,operator,radio,cell_id,created_at,attribution
MY-CELL-502-01-96925,3.07121,101.56579,502,1,U Mobile,UMTS,96925,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-16150,3.0429,101.55666,502,19,Celcom,LTE,16150,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-16-12198,3.05041,101.53823,502,16,Digi,LTE,12198,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-30079,3.04797,101.58242,502,12,Maxis,LTE,30079,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-23859,3.07559,101.59163,502,12,Maxis,LTE,23859,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-18705,3.05776,101.58708,502,12,Maxis,UMTS,18705,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-97955,3.06773,101.55705,502,12,Maxis,GSM,97955,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-25358,3.05537,101.59558,502,19,Celcom,LTE,25358,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-16-86918,3.04832,101.56953,502,16,Digi,LTE,86918,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-16-11524,3.15891,101.71276,502,16,Digi,LTE,11524,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-45111,3.10467,101.69605,502,12,Maxis,LTE,45111,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-44008,3.17117,101.72016,502,12,Maxis,LTE,44008,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-93559,3.08575,101.70959,502,12,Maxis,LTE,93559,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-16-23350,3.09616,101.64076,502,16,Digi,LTE,23350,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-38145,3.12638,101.6913,502,19,Celcom,LTE,38145,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-85186,3.1643,101.70496,502,12,Maxis,UMTS,85186,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-16-33051,3.13923,101.66414,502,16,Digi,LTE,33051,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-79626,3.13161,101.71453,502,19,Celcom,GSM,79626,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-31520,3.17365,101.6619,502,12,Maxis,GSM,31520,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-16-67134,3.19388,101.68004,502,16,Digi,LTE,67134,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-01-81431,3.15681,101.73353,502,1,U Mobile,LTE,81431,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-21344,3.12443,101.67791,502,19,Celcom,GSM,21344,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-77957,3.12955,101.71435,502,19,Celcom,GSM,77957,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-01-65761,3.10779,101.65616,502,1,U Mobile,LTE,65761,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-87454,3.14252,101.75203,502,12,Maxis,UMTS,87454,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-37935,3.09926,101.69239,502,19,Celcom,LTE,37935,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-16-22182,3.1538,101.70238,502,16,Digi,LTE,22182,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-16-29541,3.19014,101.70448,502,16,Digi,GSM,29541,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-16-34070,3.15794,101.71519,502,16,Digi,GSM,34070,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-90559,3.12827,101.66202,502,12,Maxis,LTE,90559,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-01-51786,3.15317,101.69987,502,1,U Mobile,LTE,51786,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-16737,3.18051,101.68353,502,19,Celcom,GSM,16737,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-35510,3.17926,101.65776,502,19,Celcom,UMTS,35510,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-27850,3.11491,101.72468,502,19,Celcom,LTE,27850,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-42733,3.0719,101.78301,502,12,Maxis,LTE,42733,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-43933,3.11002,101.82171,502,12,Maxis,LTE,43933,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-01-65619,3.07915,101.82427,502,1,U Mobile,LTE,65619,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-16-50600,3.12556,101.81094,502,16,Digi,GSM,50600,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-01-45400,3.09478,101.83446,502,1,U Mobile,LTE,45400,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-99431,3.1027,101.79633,502,19,Celcom,LTE,99431,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-01-53001,3.10825,101.7998,502,1,U Mobile,UMTS,53001,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-55028,3.06141,101.76031,502,12,Maxis,GSM,55028,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-47573,3.08699,101.8284,502,19,Celcom,UMTS,47573,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-39757,3.12087,101.81628,502,19,Celcom,LTE,39757,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-58280,3.11736,101.77636,502,12,Maxis,LTE,58280,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-72211,3.10566,101.77483,502,19,Celcom,UMTS,72211,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-01-75160,2.92918,101.6699,502,1,U Mobile,GSM,75160,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-98801,2.94053,101.67621,502,19,Celcom,LTE,98801,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-01-39192,2.86075,101.65859,502,1,U Mobile,LTE,39192,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-74772,2.90185,101.64059,502,19,Celcom,LTE,74772,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-19-91121,2.88706,101.63237,502,19,Celcom,LTE,91121,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-01-43742,2.88503,101.63241,502,1,U Mobile,UMTS,43742,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-16-13972,2.91388,101.70893,502,16,Digi,LTE,13972,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-01-51873,2.88443,101.67345,502,1,U Mobile,LTE,51873,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-16-19903,2.8876,101.629,502,16,Digi,GSM,19903,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-95956,2.8958,101.65412,502,12,Maxis,UMTS,95956,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-12-19516,2.89067,101.64094,502,12,Maxis,LTE,19516,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
MY-CELL-502-01-94082,2.87066,101.6646,502,1,U Mobile,GSM,94082,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0
